2016-02-01,pycountry,57934
2016-02-01,pycparser,1881631
2016-02-01,py-cpuinfo,5163
2016-02-01,pycrypto,1940778
2016-02-01,pycryptodome,20021
2016-02-01,pycryptodomex,1718
2016-02-01,pydot,33134
2016-02-01,pydub,6546
2016-02-01,pyee,1865
2016-02-01,pyflakes,842577
2016-02-01,pygithub,55552
2016-02-01,pygments,1372917
2016-02-01,pyhcl,4290
2016-02-01,pyjwt,225857
2016-02-01,pylint,318752
2016-02-01,pymongo,596478
2016-02-01,pymssql,36046
2016-02-01,pynacl,9869
2016-02-01,pyodbc,160369
2016-02-01,pyopenssl,1055894
2016-02-01,pyotp,3758
2016-02-01,pyparsing,688452
2016-02-01,pypdf2,79208
2016-02-01,pypdf,28873
2016-02-01,pyproj,27564
2016-02-01,pyramid,64074
2016-02-01,pyramid-chameleon,18797
2016-02-01,pyrsistent,251057
2016-02-01,pyserial,85561
2016-02-01,pysftp,58102
2016-02-01,pysocks,28763
2016-02-01,pytest,585343
2016-02-01,pytest-asyncio,2389
2016-02-01,pytest-cov,253042
2016-02-01,pytest-html,29420
2016-02-01,pytest-mock,39240
2016-02-01,pytest-rerunfailures,9867
2016-02-01,pytest-runner,361326
2016-02-01,pytest-timeout,60450
2016-02-01,pytest-xdist,120879
2016-02-01,python-daemon,296861
2016-02-01,python-dateutil,5950942
2016-02-01,python-docx,8581
2016-02-01,python-dotenv,11388
2016-02-01,python-gitlab,3147
2016-02-01,python-gnupg,53159
2016-02-01,python-http-client,1852
2016-02-01,python-jose,4562
2016-02-01,python-json-logger,25621
2016-02-01,python-levenshtein,88062
2016-02-01,python-magic,189516
2016-02-01,python-multipart,323
2016-02-01,python-slugify,37062
2016-02-01,python-utils,1775
2016-02-01,pytimeparse,8325
2016-02-01,pytz,2684015
2016-02-01,pywavelets,4466
2016-02-01,pyzmq,223242
2016-02-01,qtconsole,85936
2016-02-01,qtpy,1870
2016-02-01,querystring-parser,3012
2016-02-01,ratelimit,100
2016-02-01,readme-renderer,12792
2016-02-01,redis,850138
2016-02-01,reg,861
2016-02-01,regex,103084
2016-02-01,reportlab,109383
2016-02-01,requests,5965607
2016-02-01,requests-aws4auth,5019
2016-02-01,requests-file,4383
2016-02-01,requests-futures,29480
2016-02-01,requests-mock,84977
2016-02-01,requests-ntlm,21600
2016-02-01,requests-oauthlib,326256
2016-02-01,requests-toolbelt,140978
2016-02-01,responses,99668
2016-02-01,retry,44864
2016-02-01,retrying,376278
2016-02-01,rfc3986,82113
2016-02-01,rsa,4442152
2016-02-01,ruamel-yaml,39608
2016-02-01,s3transfer,689377
2016-02-01,schema,7132
